TradeID,Buy_Time,Sell_Time,Symbol,Buy_Price,Sell_Price,Contracts,ProfitLoss,ProfitPercent,Profitable,Buy_Comm,Sell_Comm
384,7/10/2023 09:01:37,7/10/2023 09:03:45,SPY 230714P439,2.3,2.22,2,-16.0,-3.48%,0,2.0,2.0
385,7/10/2023 09:05:36,7/10/2023 09:07:45,SPY 230714P439,2.18,2.16,2,-4.0,-0.92%,0,2.0,2.0
386,7/10/2023 09:08:50,7/10/2023 09:13:48,SPY 230714P439,2.09,2.2,1,11.0,5.26%,1,1.0,1.0
387,7/10/2023 09:08:50,7/10/2023 09:19:39,SPY 230714P439,2.09,2.18,1,9.0,4.31%,1,1.0,1.0
388,7/12/2023 08:39:01,7/12/2023 08:39:44,SPY 230714C447,1.65,1.58,2,-14.0,-4.24%,0,2.0,2.0
389,7/12/2023 08:44:42,7/12/2023 08:45:58,SPY 230714P446,1.56,1.52,1,-4.0,-2.56%,0,1.0,1.0
390,7/12/2023 08:48:50,7/12/2023 08:51:28,SPY 230714P446,1.39,1.33,2,-12.0,-4.32%,0,2.0,2.0
391,7/12/2023 09:03:46,7/12/2023 09:04:03,SPY 230714C447,1.77,1.71,2,-12.0,-3.39%,0,2.0,2.0
392,7/12/2023 09:06:16,7/12/2023 09:07:51,SPY 230714C447,1.73,1.66,2,-14.0,-4.05%,0,2.0,2.0
393,7/12/2023 09:13:41,7/12/2023 09:15:14,SPY 230714P447,1.62,1.55,1,-7.0,-4.32%,0,1.0,1.0
394,7/17/2023 8:34:17 ,7/17/2023 8:36:17 ,AAPL 230721P192.5,1.45,1.41,2,-8.0,-2.76%,0,2.0,2.0
395,7/17/2023 8:43:23 ,7/17/2023 8:43:46 ,AAPL 230721P192.5,1.27,1.24,2,-6.0,-2.36%,0,2.0,2.0
396,7/17/2023 9:02:55 ,7/17/2023 9:04:40 ,AMD 230721C115,1.82,1.9,1,8.0,4.40%,1,1.0,1.0
397,7/17/2023 9:02:55 ,7/17/2023 9:07:13 ,AMD 230721C115,1.82,2.04,1,22.0,12.09%,1,1.0,1.0
398,7/17/2023 9:10:23 ,7/17/2023 9:13:16 ,AMD 230721P113,1.97,1.99,2,4.0,1.02%,1,2.0,2.0
399,7/17/2023 9:13:36 ,7/17/2023 9:13:47 ,AMD 230721P113,1.92,1.85,2,-14.0,-3.65%,0,2.0,2.0
400,7/18/2023 8:35:31 ,7/18/2023 8:35:58 ,AMZN 230721C132,1.61,1.51,2,-20.0,-6.21%,0,2.0,2.0
401,7/18/2023 8:36:19 ,7/18/2023 8:37:21 ,AMZN 230721C132,1.57,1.73,1,16.0,10.19%,1,1.0,1.0
402,7/18/2023 8:36:19 ,7/18/2023 8:39:37 ,AMZN 230721C132,1.57,1.88,1,31.0,19.75%,1,1.0,1.0
403,7/18/2023 8:49:35 ,7/18/2023 8:50:06 ,AMZN 230721C132,1.82,1.8,2,-4.0,-1.10%,0,2.0,2.0
404,7/18/2023 8:51:08 ,7/18/2023 8:51:13 ,AMZN 230721C132,1.65,1.58,2,-14.0,-4.24%,0,2.0,2.0
405,7/18/2023 8:51:26 ,7/18/2023 8:52:29 ,AMZN 230721C132,1.58,1.49,2,-18.0,-5.70%,0,2.0,2.0
406,7/19/2023 8:34:34 ,7/19/2023 8:35:05 ,AMZN 230721C133,1.45,1.57,1,12.0,8.28%,1,1.0,1.0
407,7/19/2023 9:02:13 ,7/19/2023 9:05:44 ,AMD 230721P119,2.05,2.04,2,-2.0,-0.49%,0,2.0,2.0
408,7/19/2023 9:11:28 ,7/19/2023 9:11:42 ,SPY 230721P456,1.52,1.49,2,-6.0,-1.97%,0,2.0,2.0
409,7/19/2023 9:11:58 ,7/19/2023 9:15:07 ,SPY 230721P456,1.49,1.64,1,15.0,10.07%,1,1.0,1.0
410,7/19/2023 9:11:58 ,7/19/2023 9:17:06 ,SPY 230721P456,1.49,1.63,1,14.0,9.40%,1,1.0,1.0
411,7/19/2023 9:18:15 ,7/19/2023 9:18:18 ,AMD 230721C118,1.91,1.83,2,-16.0,-4.19%,0,2.0,2.0
